2296,1,2004-04-09T21:39:00-08:00,2,loc_description,37.4,-122.2,500,notes
2319,1,2004-04-09T21:39:00-08:00,9,loc_description,37.4,-122.2,500,notes
2298,1,2004-04-09T21:39:00-08:00,9,loc_description,37.4,-122.2,500,notes
2304,1,2004-04-09T21:39:00-08:00,9,loc_description,37.4,-122.2,500,notes
2320,1,2004-04-09T21:39:00-08:00,4,loc_description,37.4,-122.2,500,notes
2290,1,2004-04-09T21:39:00-08:00,4,loc_description,37.4,-122.2,500,notes
2300,1,2004-04-09T21:39:00-08:00,10,loc_description,37.4,-122.2,500,notes
2313,1,2004-04-09T21:39:00-08:00,10,loc_description,37.4,-122.2,500,notes
2303,1,2004-04-09T21:39:00-08:00,2,loc_description,37.4,-122.2,500,notes
2309,1,2004-04-09T21:39:00-08:00,6,loc_description,37.4,-122.2,500,notes
2302,2,2004-04-09T21:39:00-08:00,7,loc_description,37.4,-122.2,500,notes
2315,2,2004-04-09T21:39:00-08:00,7,loc_description,37.4,-122.2,500,notes
2298,2,2004-04-09T21:39:00-08:00,6,loc_description,37.4,-122.2,500,notes
2316,2,2004-04-09T21:39:00-08:00,9,loc_description,37.4,-122.2,500,notes
2295,2,2004-04-09T21:39:00-08:00,2,loc_description,37.4,-122.2,500,notes
2314,2,2004-04-09T21:39:00-08:00,4,loc_description,37.4,-122.2,500,notes
2297,2,2004-04-09T21:39:00-08:00,10,loc_description,37.4,-122.2,500,notes
2306,2,2004-04-09T21:39:00-08:00,3,loc_description,37.4,-122.2,500,notes
2302,2,2004-04-09T21:39:00-08:00,2,loc_description,37.4,-122.2,500,notes
2308,2,2004-04-09T21:39:00-08:00,10,loc_description,37.4,-122.2,500,notes
